"customer_id","sale_amount"
6180,17
9709,47
5607,65
5188,77
2460,37
4963,39
6772,43
6302,12
7864,1
4032,40
7380,42
9518,74
5082,87
2755,81
3802,23
9088,45
5341,34
5116,1
2573,3
2863,51
8132,50
1940,29
6389,24
5641,51
9476,58
1821,44
5651,55
2510,94
2385,44
7706,22
3328,25
3320,27
7419,45
9762,39
8868,24
2465,50
9083,68
7253,45
5933,30
4787,38
2873,47
3052,37
8023,26
9018,56
2219,10
4288,14
8588,45
3609,74
6345,25
3992,63
2487,84
8236,20
4934,83
9581,44
7468,78
8248,81
5942,37
8990,1
1710,29
4602,35
4282,111
7095,68
7298,85
1160,84
8092,78
4536,42
1389,36
1728,35
1976,84
6867,87
9157,22
6234,82
9478,72
3872,59
7792,76
7478,1
6225,1
1082,48
4483,71
2317,5
1303,48
5360,55
9479,81
5194,40
3534,14
7648,17
8053,13
4509,34
8556,88
6679,19
6502,51
8105,40
2930,41
7679,20
4844,68
5692,31
9415,70
6169,26
4758,77
6745,81
7711,84
3441,75
3217,8
9468,23
4083,48
5166,24
7957,16
9337,31
8191,75
7564,30
3538,40
9995,128
8668,19
8509,89
5482,52
3249,73
2079,32
8644,74
9853,90
8965,23
1597,40
6536,90
1335,51
8882,72
1802,30
8139,6
2140,61
7574,63
2266,77
1771,42
9957,78
3460,29
4556,44
3994,45
4323,39
2355,37
1285,60
9969,25
6730,64
1487,34
1942,51
4637,84
5656,53
3021,1
9013,65
4288,92
9349,79
4456,17
4780,77
9620,108
9597,35
7806,25
9995,73
4927,26
8205,35
1864,75
8514,36
4294,29
5826,84
6668,31
3443,25
4084,35
9899,67
3004,35
3910,31
2453,42
3562,53
1229,30
1623,94
3373,10
1724,11
2298,67
1246,53
2271,57
7991,43
1241,19
5609,14
8555,38
7739,89
2946,28
6736,51
8117,45
9206,38
1549,1
2078,12
9177,45
2887,29
8935,26
6617,58
4140,43
4314,76
6593,81
1821,80
1706,25
7627,27
3454,80
9411,47
3294,70
2049,60
7630,73
5119,1
9097,54
6180,42
1831,65
6375,15
3711,104
3675,39
3007,43
4778,79
6678,70
9305,55
4071,45
6344,48
5947,80
1166,64
5631,31
8833,62
5437,66
1690,51
1156,11
7125,87
7887,47
7618,51
4708,56
1020,56
1660,38
9282,60
3996,106
4903,17
2146,62
2042,12
9979,81
7981,69
7187,69
3763,36
8200,27
3488,1
5317,66
1962,80
6841,44
6813,34
6259,3
4936,7
4754,40
9031,61
2954,34
6389,14
1466,52
4303,20
8479,37
6979,96
2142,62
4254,47
2599,61
4672,66
9284,42
4088,1
1594,52
4607,21
9341,59
7368,45
2194,35
7231,27
1465,57
2633,56
2143,12
5622,59
3777,82
6198,24
7965,75
1558,27
9067,40
6984,14
9799,76
4080,32
5796,34
9927,58
7241,56
9885,79
1642,63
8462,48
1347,4
6563,33
5222,30
1493,19
2644,46
8906,65
6940,21
3494,37
4406,48
2293,94
4771,45
5509,109
9857,78
4497,48
8698,33
2412,41
7899,29
5572,86
1281,64
2251,40
7278,32
7577,104
6236,42
7128,31
7630,53
2297,70
9712,65
6644,47
1736,69
7343,1
6517,42
6030,51
7365,14
7223,57
3883,62
9873,57
4947,9
1519,85
7030,56
1674,88
8666,31
7772,107
1195,52
1654,25
8264,51
3005,84
9568,80
7395,91
7958,64
2326,67
3506,75
5120,8
8222,70
3392,49
5688,65
8778,7
3555,73
2839,93
8211,26
6686,89
1378,101
4090,63
8134,93
7083,24
1493,103
1673,9
7342,72
9626,58
9052,119
7900,49
1706,43
2135,67
8879,16
6699,37
1134,67
2362,62
1059,55
4452,41
7772,49
4953,28
1301,62
4783,33
3820,51
8569,30
5112,62
5796,103
3285,10
6631,71
1907,81
2240,69
8982,62
2879,49
7637,62
6324,43
2111,26
7510,12
1320,69
8800,1
6079,50
2384,34
3459,53
8812,32
3240,74
6470,74
9590,1
6742,72
4693,70
9800,64
4707,80
2837,49
9000,54
4698,46
6858,40
4393,56
8580,44
9694,1
5506,76
7228,68
8218,13
4343,27
5785,13
3211,43
1963,114
6050,57
1263,38
3194,53
4188,81
4648,38
2258,26
8085,22
7244,38
6222,54
9385,35
9972,95
5251,13
2073,87
7284,47
4178,43
5249,79
1626,34
8069,62
1290,41
5363,68
3662,58
9182,46
6948,113
8694,75
5992,51
4353,100
7589,42
5625,46
5570,35
5066,36
8085,49
9833,67
8411,32
4464,46
8569,33
9525,15
8421,15
9549,67
2582,25
4930,95
8173,38
9291,47
2809,49
3965,32
7673,45
1380,33
8602,65
3044,46
6957,36
9645,75
2376,48
8260,45
8321,33
7475,31
8186,37
4175,21
2683,9
6215,54
7009,27
1457,79
6380,73
2050,80
3162,32
7156,40
7577,35
4019,72
7749,38
7446,66
6878,107
6140,33
3884,75
6840,54
9300,58
2918,51
9220,52
2675,85
9858,83
7472,37
9004,51
6777,14
1413,73
5753,69
6960,34
9127,96
7596,56
1492,35
4674,41
4899,53
3616,65
5357,49
9517,35
2809,33
7307,44
3659,36
9235,42
2320,63
8255,82
2899,36
5164,70
4444,21
6472,56
4541,57
9062,78
5645,58
1549,10
7927,8
1108,32
1193,37
4709,75
2979,91
9103,82
1428,69
3553,45
3648,73
4074,50
5640,1
1618,72
9699,47
7803,1
8475,10
4096,23
8406,55
7757,64
1456,74
2057,49
7908,37
9957,45
5803,19
4273,40
7958,62
5628,88
5474,60
8802,67
2326,41
1923,29
4498,12
6523,67
1387,33
8979,54
4142,42
9740,32
5976,37
5515,50
5419,29
5480,14
1194,38
9678,65
9254,56
9423,78
1877,37
5475,41
6716,59
8704,70
5832,57
2592,73
7789,54
2755,42
8534,42
1586,87
5456,49
4023,51
3928,16
7995,27
3994,54
6872,48
5347,32
4880,33
5287,33
7381,30
6949,80
2130,38
7393,7
4237,59
2626,55
8427,45
7517,71
3301,74
8877,37
8750,81
7541,59
5676,88
2739,76
4676,43
6816,1
1916,75
3064,5
4036,34
3041,49
8277,52
6788,54
6956,41
4773,72
7424,71
8894,29
5540,31
4560,38
3583,65
6406,7
3296,70
6176,1
7486,79
9243,64
1253,44
8911,60
2227,36
6434,53
6353,26
7373,48
7328,16
4105,28
3792,45
9511,1
1753,54
7492,122
6042,53
9055,29
6742,91
4479,89
2645,60
1392,49
2613,48
7177,29
2499,69
1130,1
3846,1
4518,9
3192,60
3917,18
1710,44
3975,85
1417,40
9562,55
1254,19
7057,64
4938,85
9599,72
8227,24
8796,39
6151,62
9998,68
7578,82
7451,68
6191,52
1429,66
6771,18
3523,56
7620,4
6813,46
7251,42
2195,66
1598,24
4779,42
6002,88
8892,19
3899,47
2555,63
5427,60
8649,46
7070,7
1098,112
3968,51
4189,73
5916,26
9443,67
1751,70
7600,35
2978,78
7860,64
7109,91
8278,20
1314,53
7177,17
7644,57
5244,43
2424,52
4806,86
5870,14
7344,47
2811,61
3689,29
3989,69
2214,68
2483,36
7133,48
2193,46
4916,29
6509,58
1477,52
7730,87
2065,99
3726,44
4007,3
2540,65
3570,57
9000,45
5833,68
8214,46
9436,73
7982,40
6535,46
6459,89
4066,45
3788,53
7776,64
8923,36
6029,54
2296,20
2136,18
4706,24
4789,42
9370,78
3669,81
5853,63
4309,68
5185,40
8265,71
6814,45
3603,83
4855,45
5075,64
8457,56
8317,32
8966,96
4227,53
6524,26
8493,37
3826,48
9928,75
5352,67
8083,1
7199,93
9288,12
4050,30
6456,65
7508,43
1261,17
4489,35
4402,65
3071,98
6019,88
7379,19
9919,39
3719,42
8899,45
4088,6
4831,77
3513,96
8938,59
8604,47
9671,93
7685,64
8967,74
7721,33
3167,28
3782,60
5870,104
6202,7
4063,39
9458,25
3813,18
1028,86
8388,21
3046,106
9554,45
6501,48
9423,107
6944,33
1891,25
7758,77
2486,54
5488,57
1649,71
4504,40
2034,74
9944,45
9500,38
3434,52
5172,34
8819,53
7154,13
2392,9
4498,6
2307,54
3227,64
8050,46
5752,28
8321,1
5859,74
6460,35
3351,57
3885,37
5393,31
2626,49
3776,46
2099,84
5285,35
7853,54
4381,60
1263,11
7981,15
2090,24
2594,33
3581,32
8506,21
6429,83
2786,73
9614,17
2038,57
4765,87
7375,55
5087,83
6480,44
5654,43
3039,64
8729,69
9780,78
8342,1
1568,82
4042,5
2123,35
8014,19
7923,73
1137,42
1610,85
8378,35
1198,49
7986,51
6157,50
6099,33
2950,57
9544,77
1272,78
1597,46
2914,34
6299,53
8652,72
7061,47
4296,40
2025,15
6352,65
5975,85
3641,34
9892,74
6733,68
2300,72
4082,37
8351,43
1410,70
6377,62
7779,74
3090,75
8035,54
7114,40
4309,1
9051,59
9772,91
8452,94
1549,67
5029,51
6768,53
1990,12
7949,46
7364,69
3886,50
1958,28
7442,51
4722,56
7773,83
4690,95
4849,15
3351,61
8310,19
2247,79
2793,9
9583,20
1150,39
2015,49
1200,53
6170,43
1340,29
5322,40
8430,83
8041,56
2340,98
2743,44
3208,41
6443,48
8795,55
8685,46
9197,66
7821,102
3504,62
6767,53
3093,59
7469,35
1597,51
7236,51
1985,74
9649,43
7167,56
2020,50
5895,36
7083,97
7836,50
2167,1
4866,63
3994,10
9882,34
1680,24
1446,24
8941,50
6125,78
2347,69
9789,70
9784,18
9929,45
7358,53
7811,26
9433,13
4220,44
4328,44
2707,38
8649,37
4717,36
1786,51
8138,65
8997,58
3454,95
9276,70
4078,1
2261,42
1196,29
1363,56
9094,37
1311,63
8487,35
2114,69
8549,60
5257,54
8537,20
7091,8
8429,70
1575,73
4840,26
9244,45
1429,19
9122,120
8422,39
1291,55
3849,56
7593,61
8616,63
8149,68
7227,77
7777,100
6045,66
3105,47
5306,15
4342,50
8958,1
5168,1
8051,64
6080,62
6547,42
7513,57
1547,30
7711,16
8472,77
6323,31
8415,40
9231,48
4265,47
1132,33
6139,14
4753,50
6922,26
5278,66
5040,79
5529,70
9812,1
6206,35
3692,81
5147,1
3163,43
5975,63
7645,82
4397,36
8469,55
4164,61
1514,54
5151,63
8159,63
1476,25
2476,38
1672,15
9083,64
8078,77
5437,43
2019,19
8891,63
4535,50
9805,65
8347,36
4798,8
1846,43
6249,39
6525,69
9797,45
3772,68
7907,59
9685,43
3170,62
6721,69
8302,59
8421,83
8459,57
8636,52
5283,74
4753,48
4370,15
6363,39
2273,21
6814,42
1167,62
3443,44
6089,35
2795,81
4919,58
6916,82
9260,22
6680,50
8128,38
7168,108
2197,78
4381,65
7647,59
4248,65
5497,30
1643,96
1492,50
2922,42
2686,27
7057,29
7199,61
3513,40
3956,37
8351,58
3132,65
6655,45
7526,91
5554,85
1055,16
4647,47
2303,82
2104,25
8594,47
2910,32
1126,87
8915,67
5570,32
4713,48
7690,22
1092,47
7763,83
8410,65
6700,47
8811,46
4163,33
4614,17
1759,16
5229,61
2441,53
3777,25
7412,47
8641,52
1112,55
7571,17
5338,60
2204,12
8516,68
1155,36
9244,64
1660,52
3714,45
8832,57
6000,58
5693,77
3065,36
9238,19
6395,56
6406,64
7516,61
1348,59
8502,65
3289,94
6767,81
8409,59
1169,41
4663,9
3268,28
3342,76
4763,61
9998,60
3602,38
2943,27
2249,44
8050,75
4541,27
9428,46
5341,31
4592,85
7230,31
3708,21
6427,34
8802,76
1409,62
7326,79
3052,17
1854,49
9035,23
7043,8
1951,38
2490,18
2185,10
6880,43
6859,41
3080,21
2492,82
1506,46
5689,40
8506,60
8790,18
9206,27
5498,72
4300,52
8868,37
7594,68
7118,58
7467,35
9612,67
3217,55
5936,57
4010,41
4081,21
6989,49
8493,53
9577,18
3630,17
9992,69
8055,41
6808,61
3883,18
2517,73
9540,63
5474,3
2734,65
6419,65
2556,59
2114,56
2624,54
4733,29
9510,25
5985,65
7019,53
1093,51
8098,23
3607,40
8045,59
1900,51
8640,49
3928,75
5221,80
5625,26
6987,60
6446,55
3889,59
8238,59
5424,71
2035,7
5759,37
9478,43
6489,59
4515,56
7568,63
5560,60
8885,82
3754,16
8952,54
3256,57
8211,47
5056,2
8142,30
5328,20
8354,22
9880,47
7042,46
8677,34
2014,78
9705,64
6139,83
6851,14
4064,64
2453,23
9005,29
6669,57
4004,24
1138,34
3629,95
3662,78
8645,26
8602,67
2773,74
8941,63
1529,30
1013,82
1327,22
7229,64
9905,48
1436,72
6796,46
1887,65
7183,53
7186,48
2991,51
1807,35
9098,39
1301,21
6178,58
4158,86
2519,28
6487,104
8702,36
8778,39
9104,36
3003,71
5236,1
9917,50
7194,80
1264,17
4373,52
5651,48
5986,66
1136,60
7566,82
6249,58
7123,47
8679,114
6996,50
5499,66
6444,59
4292,26
5028,31
2890,92
7219,19
2257,28
1425,41
3462,74
7326,33
2190,48
6908,67
7570,14
3326,95
4133,39
9550,100
8315,76
7156,77
5618,37
8603,37
7246,67
2413,51
7921,20
4478,7
4508,28
3354,39
3719,48
9571,18
4754,18
6995,59
9911,35
2638,36
7355,74
4171,38
5475,6
1300,12
9744,52
7404,36
4902,41
4108,39
2005,57
9171,64
7210,52
2327,36
8268,74
6424,63
7085,28
9305,15
9259,50
4138,43
8617,34
4040,36
4517,2
7327,92
2855,35
4399,63
1264,61
4603,50
6071,63
4100,1
3249,63
1339,23
4183,54
7561,25
9079,59
3587,18
6894,75
7655,91
1282,50
5771,37
2101,33
6408,22
9613,23
8850,43
7295,68
7315,56
3284,13
6756,116
6238,90
8739,20
9698,63
5273,91
5651,38
4588,69
9944,45
9601,46
8117,46
1723,65
2986,60
6386,57
7029,79
3106,26
2481,67
5043,40
7684,38
7074,41
8084,37
5536,52
5877,73
5437,55
3976,35
8745,48
7498,1
3644,21
7463,16
4201,117
7630,17
7990,41
3122,49
2204,49
5735,25
5104,20
8850,76
7376,39
4748,71
5865,55
8086,54
1662,118
2556,54
6957,82
7075,1
8706,37
1309,51
4857,77
5799,48
3907,49
8699,53
2937,15
9661,59
5244,63
9986,32
6749,50
1598,38
7941,50
1834,88
5327,21
6327,50
6619,91
9525,35
7279,61
2337,62
1577,56
2215,86
8766,27
1312,48
7590,77
1799,69
6070,41
3247,68
7983,40
1951,95
4666,36
3581,54
3399,16
5599,30
3262,33
6875,47
8816,74
6852,18
4298,51
4671,67
6978,42
3094,71
3063,39
6294,34
4455,15
3354,38
9918,74
9524,23
2582,54
1537,51
5269,40
2090,98
5100,25
6761,90
6738,46
9798,52
6446,69
5643,73
5067,63
2581,59
7070,25
4901,65
9617,33
3010,53
2908,43
4653,24
6635,59
3891,50
6259,97
3930,27
9074,74
8929,54
2786,52
8625,104
8741,57
1929,34
4934,83
6409,12
1481,17
5870,49
